Agency,Type,Distribution,Product,Duration,Destination,Sales,Commision,Age,Claim
JZI,Airlines,Online,Basic Plan,24,CHINA,22.0,7.7,33,No
C2B,Airlines,Online,Silver Plan,3,SINGAPORE,22.5,5.63,40,No
JZI,Airlines,Online,Basic Plan,21,CHINA,40.0,14.0,48,No
JZI,Airlines,Online,Basic Plan,12,MALAYSIA,0.0,7.7,72,No
C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,23.5,5.88,33,No
RAB,Airlines,Online,Value Plan,37,BRUNEI DARUSSALAM,23.0,9.2,34,No
JZI,Airlines,Online,Basic Plan,66,CHINA,26.0,9.1,56,No
JZI,Airlines,Online,Basic Plan,54,CHINA,26.0,9.1,35,No
TST,Travel Agency,Offline,Travel Cruise Protect,72,MALAYSIA,30.0,10.5,77,No
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,39,HONG KONG,29.0,18.85,43,No
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,16.0,4.0,34,No
JZI,Airlines,Online,Basic Plan,68,PHILIPPINES,37.0,12.95,41,No
JZI,Airlines,Online,Value Plan,16,JAPAN,58.0,20.3,48,No
JZI,Airlines,Online,Basic Plan,5,MALAYSIA,18.0,6.3,42,No
ART,Airlines,Online,24 Protect,10,PHILIPPINES,18.76,6.57,48,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,16.0,4.0,55,No
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,25.0,6.25,57,No
C2B,Airlines,Online,Bronze Plan,39,SINGAPORE,65.8,16.45,32,No
RAB,Airlines,Online,Value Plan,15,BRUNEI DARUSSALAM,15.0,6.0,26,No
C2B,Airlines,Online,Gold Plan,30,SINGAPORE,44.0,11.0,65,No
JZI,Airlines,Online,Basic Plan,7,INDONESIA,22.0,7.7,40,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,13.5,3.38,39,No
JZI,Airlines,Online,Basic Plan,10,HONG KONG,22.0,7.7,36,No
JZI,Airlines,Online,Value Plan,19,CHINA,45.0,15.75,39,No
JZI,Airlines,Online,Basic Plan,14,CHINA,40.0,14.0,36,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,19.2,4.8,28,No
CSR,Travel Agency,Offline,Comprehensive Plan,108,THAILAND,29.0,9.57,71,No
C2B,Airlines,Online,Silver Plan,19,SINGAPORE,22.5,5.63,29,No
TST,Travel Agency,Offline,Travel Cruise Protect,24,MALAYSIA,30.0,10.5,68,No
C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,16.0,4.0,70,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,13.5,3.38,21,No
JZI,Airlines,Online,Basic Plan,19,MALAYSIA,18.0,6.3,42,No
JZI,Airlines,Online,Basic Plan,3,MALAYSIA,18.0,6.3,45,No
JZI,Airlines,Online,Basic Plan,28,MALAYSIA,18.0,6.3,35,No
C2B,Airlines,Online,Bronze Plan,53,SINGAPORE,35.5,8.88,31,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,13.5,3.38,44,No
ART,Airlines,Online,24 Protect,20,VIET NAM,24.26,8.49,48,No
JZI,Airlines,Online,Basic Plan,9,PHILIPPINES,22.0,7.7,51,No
C2B,Airlines,Online,Bronze Plan,24,SINGAPORE,26.5,6.63,59,No
JZI,Airlines,Online,Basic Plan,1,INDONESIA,0.0,6.3,30,No
C2B,Airlines,Online,Bronze Plan,39,SINGAPORE,11.5,2.88,26,No
TST,Travel Agency,Offline,Travel Cruise Protect,15,MALAYSIA,30.0,10.5,14,No
JZI,Airlines,Online,Basic Plan,27,VIET NAM,22.0,7.7,37,No
JZI,Airlines,Online,Basic Plan,5,INDIA,22.0,7.7,52,No
JZI,Airlines,Online,Basic Plan,8,PHILIPPINES,18.0,6.3,32,No
JZI,Airlines,Online,Value Plan,8,CHINA,36.0,12.6,62,No
C2B,Airlines,Online,Silver Plan,17,SINGAPORE,40.5,10.13,62,No
C2B,Airlines,Online,Bronze Plan,24,SINGAPORE,50.0,12.5,41,No
RAB,Airlines,Online,Value Plan,4,BRUNEI DARUSSALAM,15.0,6.0,30,No
CSR,Travel Agency,Offline,Comprehensive Plan,76,MALAYSIA,29.0,9.57,32,No
ART,Airlines,Online,24 Protect,8,PHILIPPINES,3.1,1.08,48,No
JZI,Airlines,Online,Basic Plan,69,CHINA,44.0,15.4,49,No
C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,29.5,7.38,28,No
JZI,Airlines,Online,Basic Plan,1,CHINA,22.0,7.7,59,No
JZI,Airlines,Online,Basic Plan,121,HONG KONG,26.0,9.1,68,No
JZI,Airlines,Online,Basic Plan,15,CHINA,35.0,12.25,56,No
JZI,Airlines,Online,Basic Plan,1,MALAYSIA,18.0,6.3,54,No
C2B,Airlines,Online,Bronze Plan,62,SINGAPORE,17.0,4.25,36,No
C2B,Airlines,Online,Bronze Plan,35,SINGAPORE,56.5,14.13,53,No
JZI,Airlines,Online,Basic Plan,75,THAILAND,30.0,10.5,21,No
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,16.0,4.0,23,No
C2B,Airlines,Online,Bronze Plan,50,SINGAPORE,17.55,4.39,61,No
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,17.0,4.25,34,No
C2B,Airlines,Online,Silver Plan,8,SINGAPORE,39.0,9.75,25,No
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,20.0,5.0,54,No
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,27.75,6.94,39,No
JZI,Airlines,Online,Basic Plan,13,CHINA,40.0,14.0,40,No
KML,Travel Agency,Online,Premier Plan,6,INDONESIA,29.0,11.02,48,No
C2B,Airlines,Online,Bronze Plan,49,SINGAPORE,39.0,9.75,62,No
JZI,Airlines,Online,Basic Plan,14,CHINA,35.0,12.25,45,No
JZI,Airlines,Online,Basic Plan,16,CHINA,44.0,15.4,58,No
C2B,Airlines,Online,Bronze Plan,20,SINGAPORE,16.2,4.05,29,No
C2B,Airlines,Online,Silver Plan,5,SINGAPORE,29.0,7.25,41,No
JZI,Airlines,Online,Basic Plan,50,THAILAND,22.0,7.7,53,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,13.5,3.38,34,No
TST,Travel Agency,Offline,Travel Cruise Protect,23,THAILAND,30.0,10.5,51,No
C2B,Airlines,Online,Bronze Plan,2,SINGAPORE,11.5,2.88,37,No
JZI,Airlines,Online,Basic Plan,18,INDONESIA,22.0,7.7,38,No
RAB,Airlines,Online,Value Plan,20,BRUNEI DARUSSALAM,23.0,9.2,30,No
JZI,Airlines,Online,Basic Plan,30,PHILIPPINES,22.0,7.7,32,No
JZI,Airlines,Online,Basic Plan,26,CHINA,35.0,12.25,20,No
JZI,Airlines,Online,Basic Plan,10,MYANMAR,18.0,6.3,54,No
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,49.2,12.3,35,No
JZI,Airlines,Online,Basic Plan,33,CHINA,22.0,7.7,50,No
JZI,Airlines,Online,Value Plan,7,JAPAN,45.0,15.75,43,No
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,48.5,12.13,27,Yes
JZI,Airlines,Online,Basic Plan,5,THAILAND,22.0,7.7,45,No
JZI,Airlines,Online,Value Plan,24,CHINA,58.0,20.3,52,No
C2B,Airlines,Online,Bronze Plan,37,SINGAPORE,47.0,11.75,38,No
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,10,INDONESIA,26.5,17.23,34,No
C2B,Airlines,Online,Bronze Plan,23,SINGAPORE,39.0,9.75,40,No
JZI,Airlines,Online,Basic Plan,4,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,38,No
JZI,Airlines,Online,Basic Plan,3,PHILIPPINES,18.0,6.3,53,No
JZI,Airlines,Online,Basic Plan,38,CHINA,44.0,15.4,52,No
JZI,Airlines,Online,Basic Plan,59,THAILAND,18.0,6.3,54,No
JZI,Airlines,Online,Basic Plan,10,THAILAND,18.0,6.3,49,No
JZI,Airlines,Online,Basic Plan,11,THAILAND,30.0,10.5,37,No
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,40.0,10.0,26,No
JZI,Airlines,Online,Basic Plan,35,THAILAND,18.0,6.3,56,No
JZI,Airlines,Online,Basic Plan,18,THAILAND,22.0,7.7,65,No
JZI,Airlines,Online,Basic Plan,37,CHINA,35.0,12.25,60,No
JZI,Airlines,Online,Basic Plan,52,PHILIPPINES,30.0,10.5,38,No
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,16.0,4.0,25,No
C2B,Airlines,Online,Silver Plan,27,SINGAPORE,43.55,10.89,75,No
JZI,Airlines,Online,Value Plan,5,"KOREA, REPUBLIC OF",36.0,12.6,30,No
C2B,Airlines,Online,Bronze Plan,25,SINGAPORE,18.0,4.5,30,No
C2B,Airlines,Online,Silver Plan,44,SINGAPORE,54.5,13.63,29,No
JZI,Airlines,Online,Basic Plan,79,THAILAND,30.0,10.5,38,No
C2B,Airlines,Online,Bronze Plan,52,SINGAPORE,45.5,11.38,33,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,0.0,4.39,38,No
RAB,Airlines,Online,Value Plan,10,BRUNEI DARUSSALAM,15.0,6.0,49,No
C2B,Airlines,Online,Silver Plan,5,SINGAPORE,36.75,9.19,62,No
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,18.0,4.5,42,No
C2B,Airlines,Online,Bronze Plan,95,SINGAPORE,16.0,4.0,33,No
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,27.0,6.75,77,No
C2B,Airlines,Online,Bronze Plan,20,SINGAPORE,45.5,11.38,69,No
JZI,Airlines,Online,Basic Plan,32,HONG KONG,35.0,12.25,44,No
C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,16.0,4.0,54,No
JZI,Airlines,Online,Basic Plan,19,PHILIPPINES,33.0,11.55,32,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,17.55,4.39,30,No
JZI,Airlines,Online,Basic Plan,2,VIET NAM,18.0,6.3,57,No
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,62.0,15.5,58,No
JZI,Airlines,Online,Basic Plan,14,PHILIPPINES,18.0,6.3,48,No
C2B,Airlines,Online,Bronze Plan,28,SINGAPORE,31.8,7.95,59,No
C2B,Airlines,Online,Bronze Plan,55,SINGAPORE,35.5,8.88,39,No
RAB,Airlines,Online,Value Plan,4,BRUNEI DARUSSALAM,15.0,6.0,43,No
JZI,Airlines,Online,Basic Plan,44,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,61,No
RAB,Airlines,Online,Value Plan,35,BRUNEI DARUSSALAM,23.0,9.2,30,No
C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,23.5,5.88,52,No
JZI,Airlines,Online,Basic Plan,83,INDONESIA,22.0,7.7,42,No
JZI,Airlines,Online,Basic Plan,31,HONG KONG,22.0,7.7,62,No
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,59,"TAIWAN, PROVINCE OF CHINA",26.5,17.23,71,No
JZI,Airlines,Online,Basic Plan,13,INDONESIA,22.0,7.7,56,No
JZI,Airlines,Online,Value Plan,10,"KOREA, REPUBLIC OF",58.0,20.3,29,No
TST,Travel Agency,Offline,Travel Cruise Protect,29,THAILAND,30.0,10.5,24,No
JZI,Airlines,Online,Basic Plan,10,THAILAND,30.0,10.5,40,No
JZI,Airlines,Online,Basic Plan,13,CHINA,22.0,7.7,52,No
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,13.5,3.38,23,No
JZI,Airlines,Online,Basic Plan,40,SRI LANKA,50.0,17.5,44,No
JZI,Airlines,Online,Basic Plan,26,INDONESIA,22.0,7.7,41,No
JZI,Airlines,Online,Basic Plan,108,PHILIPPINES,37.0,12.95,49,No
JZI,Airlines,Online,Basic Plan,5,INDONESIA,18.0,6.3,43,No
JZI,Airlines,Online,Basic Plan,39,MALAYSIA,30.0,10.5,21,No
C2B,Airlines,Online,Silver Plan,16,SINGAPORE,62.0,15.5,57,No
C2B,Airlines,Online,Bronze Plan,29,SINGAPORE,40.5,10.13,22,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,20.25,5.06,68,No
JZI,Airlines,Online,Basic Plan,63,CHINA,40.0,14.0,63,No
RAB,Airlines,Online,Value Plan,12,BRUNEI DARUSSALAM,15.0,6.0,53,No
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,27.0,6.75,30,Yes
TST,Travel Agency,Offline,Travel Cruise Protect,71,THAILAND,30.0,10.5,69,No
JZI,Airlines,Online,Basic Plan,13,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,52,No
TST,Travel Agency,Offline,Travel Cruise Protect,7,THAILAND,30.0,10.5,57,No
C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,34.5,8.63,27,No
ART,Airlines,Online,24 Protect,59,MALAYSIA,5.44,1.9,48,No
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,101,INDONESIA,25.0,16.25,29,No
C2B,Airlines,Online,Bronze Plan,24,SINGAPORE,60.0,15.0,34,No
JZI,Airlines,Online,Basic Plan,4,INDIA,22.0,7.7,51,No
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,39.0,9.75,26,No
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,13,MALAYSIA,26.5,17.23,23,No
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,23.5,5.88,26,No
C2B,Airlines,Online,Bronze Plan,46,SINGAPORE,23.5,5.88,48,No
JZI,Airlines,Online,Basic Plan,10,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,38,No
TST,Travel Agency,Offline,Travel Cruise Protect,36,MALAYSIA,30.0,10.5,51,No
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,17.0,4.25,28,No
JZI,Airlines,Online,Basic Plan,4,HONG KONG,22.0,7.7,56,No
JZI,Airlines,Online,Basic Plan,17,VIET NAM,30.0,10.5,46,No
JZI,Airlines,Online,Basic Plan,25,THAILAND,22.0,7.7,34,No
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,30.55,7.64,30,No
C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,11.5,2.88,31,No
JZI,Airlines,Online,Basic Plan,2,MALAYSIA,18.0,6.3,46,No
JZI,Airlines,Online,Basic Plan,18,CHINA,40.0,14.0,38,No
C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,16.2,4.05,39,No
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,24.0,6.0,28,No
JZI,Airlines,Online,Basic Plan,19,THAILAND,18.0,6.3,47,No
TST,Travel Agency,Offline,Travel Cruise Protect,74,THAILAND,30.0,10.5,46,No
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,18.9,4.72,65,No
JZI,Airlines,Online,Basic Plan,63,PHILIPPINES,37.0,12.95,33,No
C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,34.5,8.63,35,No
C2B,Airlines,Online,Bronze Plan,20,SINGAPORE,47.0,11.75,30,No
JZI,Airlines,Online,Basic Plan,32,CHINA,26.0,9.1,58,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,42.75,10.69,48,No
C2B,Airlines,Online,Bronze Plan,37,SINGAPORE,50.5,12.63,71,Yes
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,23.4,5.85,25,No
JZI,Airlines,Online,Basic Plan,32,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,39,No
RAB,Airlines,Online,Value Plan,18,BRUNEI DARUSSALAM,15.0,6.0,38,No
JZI,Airlines,Online,Basic Plan,23,THAILAND,22.0,7.7,38,No
JZI,Airlines,Online,Basic Plan,21,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,48,No
JZI,Airlines,Online,Basic Plan,69,JAPAN,26.0,9.1,47,No
C2B,Airlines,Online,Silver Plan,13,SINGAPORE,42.0,10.5,34,No
JZI,Airlines,Online,Basic Plan,33,INDONESIA,18.0,6.3,26,No
JZI,Airlines,Online,Basic Plan,5,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,43,No
RAB,Airlines,Online,Value Plan,22,BRUNEI DARUSSALAM,15.0,6.0,33,No
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,29.5,7.38,30,No
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,29.0,7.25,35,No
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,23.5,5.88,35,No
JZI,Airlines,Online,Basic Plan,8,MALAYSIA,18.0,6.3,28,No
JZI,Airlines,Online,Value Plan,9,INDONESIA,0.0,11.55,29,No
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,35.5,8.88,38,No
JZI,Airlines,Online,Basic Plan,16,CHINA,26.0,9.1,64,No
TST,Travel Agency,Offline,Travel Cruise Protect,71,THAILAND,30.0,10.5,58,No
C2B,Airlines,Online,Gold Plan,7,SINGAPORE,57.5,14.38,41,No
JZI,Airlines,Online,Basic Plan,34,HONG KONG,26.0,9.1,41,No
C2B,Airlines,Online,Bronze Plan,34,SINGAPORE,39.0,9.75,64,Yes
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,20.25,5.06,24,No
JZI,Airlines,Online,Basic Plan,39,INDONESIA,42.0,14.7,36,No
JZI,Airlines,Online,Value Plan,56,JAPAN,45.0,15.75,79,No
JZI,Airlines,Online,Basic Plan,89,THAILAND,22.0,7.7,59,No
JZI,Airlines,Online,Basic Plan,83,"KOREA, REPUBLIC OF",35.0,12.25,22,No
C2B,Airlines,Online,Bronze Plan,43,SINGAPORE,21.0,5.25,40,No
RAB,Airlines,Online,Value Plan,15,BRUNEI DARUSSALAM,15.0,6.0,29,No
C2B,Airlines,Online,Bronze Plan,32,SINGAPORE,61.5,15.38,26,No
TST,Travel Agency,Offline,Travel Cruise Protect,64,THAILAND,30.0,10.5,66,No
CCR,Travel Agency,Offline,Premier Plan,113,THAILAND,58.0,19.14,46,No
C2B,Airlines,Online,Silver Plan,17,SINGAPORE,29.5,7.38,34,No
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,24.05,6.01,27,No
KML,Travel Agency,Online,Value Plan,70,INDONESIA,22.0,8.36,48,No
C2B,Airlines,Online,Silver Plan,107,SINGAPORE,45.0,11.25,11,No
JZI,Airlines,Online,Value Plan,45,"KOREA, REPUBLIC OF",58.0,20.3,26,No
ART,Airlines,Online,24 Protect,11,PHILIPPINES,4.95,1.73,48,No
JZI,Airlines,Online,Value Plan,7,"TAIWAN, PROVINCE OF CHINA",45.0,15.75,36,No
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,18.5,4.63,36,No
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,29.5,7.38,70,No
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,13.5,3.38,25,No
JZI,Airlines,Online,Basic Plan,5,MALAYSIA,18.0,6.3,41,No
C2B,Airlines,Online,Gold Plan,5,SINGAPORE,51.0,12.75,37,No
C2B,Airlines,Online,Gold Plan,9,SINGAPORE,42.5,10.63,48,No
JZI,Airlines,Online,Basic Plan,66,CHINA,40.0,14.0,69,No
LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,2,INDONESIA,26.5,17.23,25,No
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,54.5,13.63,26,No
TST,Travel Agency,Offline,Travel Cruise Protect,59,MALAYSIA,30.0,10.5,57,No
C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,13.5,3.38,71,No
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,46.15,11.54,33,No
KML,Travel Agency,Online,Value Plan,11,INDONESIA,28.0,10.64,48,No
JZI,Airlines,Online,Basic Plan,5,THAILAND,18.0,6.3,21,No
JZI,Airlines,Online,Basic Plan,17,CHINA,0.0,7.7,28,No
C2B,Airlines,Online,Bronze Plan,40,SINGAPORE,46.15,11.54,28,No
C2B,Airlines,Online,Bronze Plan,19,SINGAPORE,0.0,13.38,33,No
JZI,Airlines,Online,Basic Plan,23,VIET NAM,22.0,7.7,40,No
C2B,Airlines,Online,Silver Plan,20,SINGAPORE,29.5,7.38,28,No
C2B,Airlines,Online,Silver Plan,3,SINGAPORE,25.9,6.47,28,No
C2B,Airlines,Online,Silver Plan,15,SINGAPORE,56.5,14.13,32,No
JZI,Airlines,Online,Basic Plan,17,PHILIPPINES,18.0,6.3,38,No
C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,33.5,8.38,23,No
C2B,Airlines,Online,Silver Plan,7,SINGAPORE,25.0,6.25,28,No
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,29.5,7.38,24,No
C2B,Airlines,Online,Bronze Plan,33,SINGAPORE,47.0,11.75,27,No
JZI,Airlines,Online,Basic Plan,11,CHINA,26.0,9.1,55,No
JZI,Airlines,Online,Basic Plan,36,CHINA,35.0,12.25,79,No
JZI,Airlines,Online,Basic Plan,7,MYANMAR,18.0,6.3,31,No
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,16.0,4.0,25,No
JZI,Airlines,Online,Basic Plan,16,CHINA,22.0,7.7,23,No
JZI,Airlines,Online,Basic Plan,44,INDONESIA,30.0,10.5,38,No
KML,Travel Agency,Online,Premier Plan,15,INDONESIA,38.0,14.44,48,No
C2B,Airlines,Online,Bronze Plan,19,SINGAPORE,20.0,5.0,42,No
JZI,Airlines,Online,Basic Plan,8,CHINA,22.0,7.7,44,No
JZI,Airlines,Online,Basic Plan,13,HONG KONG,22.0,7.7,51,No
JZI,Airlines,Online,Basic Plan,46,VIET NAM,22.0,7.7,58,No
JZI,Airlines,Online,Basic Plan,9,INDONESIA,22.0,7.7,41,No
TST,Travel Agency,Offline,Travel Cruise Protect,55,THAILAND,30.0,10.5,61,No
CSR,Travel Agency,Offline,Comprehensive Plan,34,MALAYSIA,29.0,9.57,52,No
JZI,Airlines,Online,Basic Plan,1,MALAYSIA,18.0,6.3,38,No
JZI,Airlines,Online,Basic Plan,8,MALAYSIA,18.0,6.3,41,No
JZI,Airlines,Online,Basic Plan,16,MALAYSIA,18.0,6.3,48,No
JZI,Airlines,Online,Basic Plan,91,INDONESIA,52.0,18.2,27,No
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,21.0,5.25,47,No
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,16.0,4.0,65,No
JZI,Airlines,Online,Basic Plan,112,THAILAND,0.0,7.7,46,No
JZI,Airlines,Online,Basic Plan,20,INDONESIA,22.0,7.7,22,No
JZI,Airlines,Online,Basic Plan,9,VIET NAM,30.0,10.5,21,No
JZI,Airlines,Online,Basic Plan,72,THAILAND,18.0,6.3,57,No
JZI,Airlines,Online,Basic Plan,2,HONG KONG,22.0,7.7,34,No
TST,Travel Agency,Offline,Travel Cruise Protect,10,MALAYSIA,30.0,10.5,42,No
JZI,Airlines,Online,Basic Plan,8,THAILAND,18.0,6.3,55,No
JZI,Airlines,Online,Basic Plan,53,THAILAND,22.0,7.7,31,No
C2B,Airlines,Online,Bronze Plan,31,SINGAPORE,33.5,8.38,22,No
CCR,Travel Agency,Offline,Comprehensive Plan,13,THAILAND,29.0,9.57,83,No
JZI,Airlines,Online,Value Plan,12,CHINA,45.0,15.75,57,No
JZI,Airlines,Online,Value Plan,4,PHILIPPINES,33.0,11.55,45,No
JZI,Airlines,Online,Basic Plan,38,CHINA,26.0,9.1,37,No
JZI,Airlines,Online,Basic Plan,51,HONG KONG,22.0,7.7,35,No
C2B,Airlines,Online,Silver Plan,15,SINGAPORE,19.5,4.88,35,No
JZI,Airlines,Online,Basic Plan,2,PHILIPPINES,18.0,6.3,27,No
C2B,Airlines,Online,Silver Plan,39,SINGAPORE,58.2,14.55,46,No
LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,6,THAILAND,31.0,20.15,37,No
C2B,Airlines,Online,Gold Plan,10,SINGAPORE,27.0,6.75,45,No
JZI,Airlines,Online,Basic Plan,13,THAILAND,22.0,7.7,45,No
JZI,Airlines,Online,Basic Plan,24,THAILAND,22.0,7.7,22,No
TST,Travel Agency,Offline,Travel Cruise Protect,4,THAILAND,30.0,10.5,34,No
JZI,Airlines,Online,Basic Plan,9,VIET NAM,22.0,7.7,43,No
JZI,Airlines,Online,Basic Plan,14,CHINA,26.0,9.1,55,No
JZI,Airlines,Online,Basic Plan,46,THAILAND,22.0,7.7,56,No
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,27.75,6.94,11,No
C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,11.5,2.88,29,No
ART,Airlines,Online,24 Protect,5,PHILIPPINES,2.46,0.86,48,No
C2B,Airlines,Online,Bronze Plan,20,SINGAPORE,34.5,8.63,59,No
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,29.9,7.47,41,No
C2B,Airlines,Online,Silver Plan,21,SINGAPORE,27.0,6.75,72,Yes
JZI,Airlines,Online,Basic Plan,14,THAILAND,18.0,6.3,46,No
JZI,Airlines,Online,Basic Plan,27,UNITED ARAB EMIRATES,49.0,17.15,49,No
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,17.55,4.39,56,No
C2B,Airlines,Online,Silver Plan,7,SINGAPORE,29.0,7.25,57,No
JZI,Airlines,Online,Basic Plan,11,INDONESIA,18.0,6.3,28,No
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,18.5,4.63,65,No
RAB,Airlines,Online,Value Plan,2,BRUNEI DARUSSALAM,15.0,6.0,47,No
C2B,Airlines,Online,Bronze Plan,122,SINGAPORE,27.0,6.75,35,No
C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,53.5,13.38,26,No
JZI,Airlines,Online,Basic Plan,20,HONG KONG,22.0,7.7,28,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,13.5,3.38,43,Yes
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,16.0,4.0,26,No
RAB,Airlines,Online,Value Plan,9,BRUNEI DARUSSALAM,23.0,9.2,49,No
JZI,Airlines,Online,Basic Plan,37,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,49,No
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,17.55,4.39,32,No
TST,Travel Agency,Offline,Travel Cruise Protect,53,MALAYSIA,30.0,10.5,28,No
C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,13.5,3.38,26,No
CCR,Travel Agency,Offline,Comprehensive Plan,56,THAILAND,0.0,9.57,20,No
JZI,Airlines,Online,Basic Plan,19,THAILAND,30.0,10.5,47,No
TST,Travel Agency,Offline,Travel Cruise Protect,59,MALAYSIA,30.0,10.5,24,No
TST,Travel Agency,Offline,Travel Cruise Protect,78,MALAYSIA,30.0,10.5,31,No
C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,17.0,4.25,39,No
JZI,Airlines,Online,Basic Plan,23,HONG KONG,26.0,9.1,33,No
C2B,Airlines,Online,Silver Plan,11,SINGAPORE,54.6,13.65,27,No
JZI,Airlines,Online,Basic Plan,72,VIET NAM,22.0,7.7,35,No
JZI,Airlines,Online,Basic Plan,2,INDONESIA,18.0,6.3,32,No
KML,Travel Agency,Online,Value Plan,122,INDONESIA,28.0,10.64,48,No
CBH,Travel Agency,Offline,Comprehensive Plan,25,CHINA,0.0,16.5,32,No
C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,32.0,8.0,54,No
C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,16.0,4.0,21,Yes
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,27.0,6.75,30,No
C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,27.0,6.75,29,No
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,28,INDONESIA,25.0,16.25,35,No
JZI,Airlines,Online,Basic Plan,21,JAPAN,40.0,14.0,42,No
C2B,Airlines,Online,Bronze Plan,64,SINGAPORE,56.5,14.13,31,No
